Geographical Description,Geographical Level,ONS Code,Measure Group Description,Disaggregation Level,Measure Value,IMD - Average rank ,Annual Pay Mean,Population,Year
South Tyneside,Council,E08000023,"Delayed transfers of care from hospital that are jointly attributable to NHS and adult social care, per 100,000 population",Total,0.2,22573.29,24785,120808.0,2019
South Tyneside,Council,E08000023,"Delayed transfers of care from hospital, per 100,000 population",Total,5.0,22573.29,24785,120808.0,2019
South Tyneside,Council,E08000023,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,592.6,22573.29,24785,120808.0,2019
South Tyneside,Council,E08000023,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,6.6,22573.29,24785,120808.0,2019
South Tyneside,Council,E08000023,Overall satisfaction of carers with social services,18-64,37.0,22573.29,24785,90215.0,2019
South Tyneside,Council,E08000023,Overall satisfaction of carers with social services,65 and over,39.4,22573.29,24785,30593.0,2019
South Tyneside,Council,E08000023,Overall satisfaction of carers with social services,Female,36.5,22573.29,24785,63015.0,2019
South Tyneside,Council,E08000023,Overall satisfaction of carers with social services,Male,41.7,22573.29,24785,57793.0,2019
South Tyneside,Council,E08000023,Overall satisfaction of carers with social services,Total,37.9,22573.29,24785,120808.0,2019
South Tyneside,Council,E08000023,Overall satisfaction of people who use services with their care and support,18-64,70.9,22573.29,24785,90215.0,2019
South Tyneside,Council,E08000023,Overall satisfaction of people who use services with their care and support,65 and over,61.3,22573.29,24785,30593.0,2019
South Tyneside,Council,E08000023,Overall satisfaction of people who use services with their care and support,Female,62.0,22573.29,24785,63015.0,2019
South Tyneside,Council,E08000023,Overall satisfaction of people who use services with their care and support,Male,67.6,22573.29,24785,57793.0,2019
South Tyneside,Council,E08000023,Overall satisfaction of people who use services with their care and support,Total,64.1,22573.29,24785,120808.0,2019
South Tyneside,Council,E08000023,Social care-related quality of life score,18-64,19.9,22573.29,24785,90215.0,2019
South Tyneside,Council,E08000023,Social care-related quality of life score,65 and over,18.4,22573.29,24785,30593.0,2019
South Tyneside,Council,E08000023,Social care-related quality of life score,Female,18.7,22573.29,24785,63015.0,2019
South Tyneside,Council,E08000023,Social care-related quality of life score,Male,19.1,22573.29,24785,57793.0,2019
South Tyneside,Council,E08000023,Social care-related quality of life score,Total,18.8,22573.29,24785,120808.0,2019
South Tyneside,Council,E08000023,The outcome of short-term services: sequel to service,18-64,88.9,22573.29,24785,90215.0,2019
South Tyneside,Council,E08000023,The outcome of short-term services: sequel to service,65 and over,71.6,22573.29,24785,30593.0,2019
South Tyneside,Council,E08000023,The outcome of short-term services: sequel to service,Total,73.1,22573.29,24785,120808.0,2019
South Tyneside,Council,E08000023,The proportion of adults in contact with secondary mental health services in paid employment,Female,6.0,22573.29,24785,63015.0,2019
South Tyneside,Council,E08000023,The proportion of adults in contact with secondary mental health services in paid employment,Male,5.0,22573.29,24785,57793.0,2019
South Tyneside,Council,E08000023,The proportion of adults in contact with secondary mental health services in paid employment,Total,6.0,22573.29,24785,120808.0,2019
South Tyneside,Council,E08000023,"The proportion of adults in contact with secondary mental health services living independently, with or without support",Female,59.0,22573.29,24785,63015.0,2019
South Tyneside,Council,E08000023,"The proportion of adults in contact with secondary mental health services living independently, with or without support",Male,53.0,22573.29,24785,57793.0,2019
South Tyneside,Council,E08000023,"The proportion of adults in contact with secondary mental health services living independently, with or without support",Total,56.0,22573.29,24785,120808.0,2019
South Tyneside,Council,E08000023,The proportion of adults with a learning disability in paid employment,Female,0.6,22573.29,24785,63015.0,2019
South Tyneside,Council,E08000023,The proportion of adults with a learning disability in paid employment,Male,3.8,22573.29,24785,57793.0,2019
South Tyneside,Council,E08000023,The proportion of adults with a learning disability in paid employment,Total,2.4,22573.29,24785,120808.0,2019
South Tyneside,Council,E08000023,The proportion of adults with a learning disability who live in their own home or with their family,Female,84.1,22573.29,24785,63015.0,2019
South Tyneside,Council,E08000023,The proportion of adults with a learning disability who live in their own home or with their family,Male,82.1,22573.29,24785,57793.0,2019
South Tyneside,Council,E08000023,The proportion of adults with a learning disability who live in their own home or with their family,Total,82.9,22573.29,24785,120808.0,2019
South Tyneside,Council,E08000023,The proportion of carers who find it easy to find information about support,18-64,56.3,22573.29,24785,90215.0,2019
South Tyneside,Council,E08000023,The proportion of carers who find it easy to find information about support,65 and over,80.0,22573.29,24785,30593.0,2019
South Tyneside,Council,E08000023,The proportion of carers who find it easy to find information about support,Female,62.1,22573.29,24785,63015.0,2019
South Tyneside,Council,E08000023,The proportion of carers who find it easy to find information about support,Male,67.9,22573.29,24785,57793.0,2019
South Tyneside,Council,E08000023,The proportion of carers who find it easy to find information about support,Total,63.8,22573.29,24785,120808.0,2019
South Tyneside,Council,E08000023,The proportion of carers who receive direct payments,18-64,99.2,22573.29,24785,90215.0,2019
South Tyneside,Council,E08000023,The proportion of carers who receive direct payments,Total,97.4,22573.29,24785,120808.0,2019
South Tyneside,Council,E08000023,The proportion of carers who receive direct payments,65 and over,92.98,22573.29,24785,30593.0,2019
South Tyneside,Council,E08000023,The proportion of carers who receive self-directed support,18-64,99.2,22573.29,24785,90215.0,2019
South Tyneside,Council,E08000023,The proportion of carers who receive self-directed support,Total,97.4,22573.29,24785,120808.0,2019
South Tyneside,Council,E08000023,The proportion of carers who receive self-directed support,65 and over,92.98,22573.29,24785,30593.0,2019
South Tyneside,Council,E08000023,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,18-64,63.3,22573.29,24785,90215.0,2019
South Tyneside,Council,E08000023,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,65 and over,71.9,22573.29,24785,30593.0,2019
South Tyneside,Council,E08000023,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,Female,68.3,22573.29,24785,63015.0,2019
South Tyneside,Council,E08000023,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,Male,61.9,22573.29,24785,57793.0,2019
South Tyneside,Council,E08000023,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,Total,66.7,22573.29,24785,120808.0,2019
South Tyneside,Council,E08000023,The proportion of carers who reported that they had as much social contact as they would like,18-64,21.8,22573.29,24785,90215.0,2019
South Tyneside,Council,E08000023,The proportion of carers who reported that they had as much social contact as they would like,65 and over,35.4,22573.29,24785,30593.0,2019
South Tyneside,Council,E08000023,The proportion of carers who reported that they had as much social contact as they would like,Female,26.4,22573.29,24785,63015.0,2019
South Tyneside,Council,E08000023,The proportion of carers who reported that they had as much social contact as they would like,Male,28.9,22573.29,24785,57793.0,2019
South Tyneside,Council,E08000023,The proportion of carers who reported that they had as much social contact as they would like,Total,27.1,22573.29,24785,120808.0,2019
South Tyneside,Council,E08000023,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,Female,3.7,22573.29,24785,63015.0,2019
South Tyneside,Council,E08000023,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,Male,3.0,22573.29,24785,57793.0,2019
South Tyneside,Council,E08000023,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,Total,3.4,22573.29,24785,120808.0,2019
South Tyneside,Council,E08000023,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,65 and over,3.37,22573.29,24785,30593.0,2019
South Tyneside,Council,E08000023,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,Female,80.6,22573.29,24785,63015.0,2019
South Tyneside,Council,E08000023,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,Male,80.7,22573.29,24785,57793.0,2019
South Tyneside,Council,E08000023,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,Total,80.6,22573.29,24785,120808.0,2019
South Tyneside,Council,E08000023,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,65 and over,80.63,22573.29,24785,30593.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who feel safe,18-64,70.6,22573.29,24785,90215.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who feel safe,65 and over,69.9,22573.29,24785,30593.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who feel safe,Female,70.5,22573.29,24785,63015.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who feel safe,Male,69.6,22573.29,24785,57793.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who feel safe,Total,70.1,22573.29,24785,120808.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who find it easy to find information about support,18-64,77.0,22573.29,24785,90215.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who find it easy to find information about support,65 and over,74.0,22573.29,24785,30593.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who find it easy to find information about support,Female,75.3,22573.29,24785,63015.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who find it easy to find information about support,Male,74.1,22573.29,24785,57793.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who find it easy to find information about support,Total,74.8,22573.29,24785,120808.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who have control over their daily life,18-64,83.4,22573.29,24785,90215.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who have control over their daily life,65 and over,74.1,22573.29,24785,30593.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who have control over their daily life,Female,74.7,22573.29,24785,63015.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who have control over their daily life,Male,80.2,22573.29,24785,57793.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who have control over their daily life,Total,76.8,22573.29,24785,120808.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who receive direct payments,18-64,46.4,22573.29,24785,90215.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who receive direct payments,65 and over,10.4,22573.29,24785,30593.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who receive direct payments,Total,23.0,22573.29,24785,120808.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who receive self-directed support,18-64,46.4,22573.29,24785,90215.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who receive self-directed support,65 and over,10.4,22573.29,24785,30593.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who receive self-directed support,Total,23.0,22573.29,24785,120808.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who reported that they had as much social contact as they would like,18-64,57.7,22573.29,24785,90215.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who reported that they had as much social contact as they would like,65 and over,42.5,22573.29,24785,30593.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who reported that they had as much social contact as they would like,Female,47.9,22573.29,24785,63015.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who reported that they had as much social contact as they would like,Male,45.3,22573.29,24785,57793.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who reported that they had as much social contact as they would like,Total,46.9,22573.29,24785,120808.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who say that those services have made them feel safe and secure,18-64,91.5,22573.29,24785,90215.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who say that those services have made them feel safe and secure,65 and over,81.7,22573.29,24785,30593.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who say that those services have made them feel safe and secure,Female,83.7,22573.29,24785,63015.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who say that those services have made them feel safe and secure,Male,85.7,22573.29,24785,57793.0,2019
South Tyneside,Council,E08000023,The proportion of people who use services who say that those services have made them feel safe and secure,Total,84.5,22573.29,24785,120808.0,2019
South West,Region,E12000009,Adjusted Social care-related quality of life – impact of Adult Social Care services,Total,0.405,,27607,4517219.0,2019
South West,Region,E12000009,Carer-reported quality of life score,18-64,7.0,,27607,3264090.0,2019
South West,Region,E12000009,Carer-reported quality of life score,65 and over,7.6,,27607,1253129.0,2019
South West,Region,E12000009,Carer-reported quality of life score,Female,7.2,,27607,2317924.0,2019
South West,Region,E12000009,Carer-reported quality of life score,Male,7.6,,27607,2199295.0,2019
South West,Region,E12000009,Carer-reported quality of life score,Total,7.3,,27607,4517219.0,2019
South West,Region,E12000009,"Delayed transfers of care from hospital that are attributable to adult social care, per 100,000 population",Total,3.9,,27607,4517219.0,2019
South West,Region,E12000009,"Delayed transfers of care from hospital that are jointly attributable to NHS and adult social care, per 100,000 population",Total,0.7,,27607,4517219.0,2019
South West,Region,E12000009,"Delayed transfers of care from hospital, per 100,000 population",Total,12.2,,27607,4517219.0,2019
South West,Region,E12000009,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,509.3,,27607,4517219.0,2019
South West,Region,E12000009,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,14.0,,27607,4517219.0,2019
South West,Region,E12000009,Overall satisfaction of carers with social services,18-64,35.4,,27607,3264090.0,2019
South West,Region,E12000009,Overall satisfaction of carers with social services,65 and over,40.7,,27607,1253129.0,2019
South West,Region,E12000009,Overall satisfaction of carers with social services,Female,36.6,,27607,2317924.0,2019
South West,Region,E12000009,Overall satisfaction of carers with social services,Male,42.4,,27607,2199295.0,2019
South West,Region,E12000009,Overall satisfaction of carers with social services,Total,38.5,,27607,4517219.0,2019
South West,Region,E12000009,Overall satisfaction of people who use services with their care and support,18-64,70.5,,27607,3264090.0,2019
South West,Region,E12000009,Overall satisfaction of people who use services with their care and support,65 and over,64.9,,27607,1253129.0,2019
South West,Region,E12000009,Overall satisfaction of people who use services with their care and support,Female,67.2,,27607,2317924.0,2019
South West,Region,E12000009,Overall satisfaction of people who use services with their care and support,Male,67.0,,27607,2199295.0,2019
South West,Region,E12000009,Overall satisfaction of people who use services with their care and support,Total,67.1,,27607,4517219.0,2019
South West,Region,E12000009,Social care-related quality of life score,18-64,19.7,,27607,3264090.0,2019
South West,Region,E12000009,Social care-related quality of life score,65 and over,19.0,,27607,1253129.0,2019
South West,Region,E12000009,Social care-related quality of life score,Female,19.2,,27607,2317924.0,2019
South West,Region,E12000009,Social care-related quality of life score,Male,19.4,,27607,2199295.0,2019
South West,Region,E12000009,Social care-related quality of life score,Total,19.3,,27607,4517219.0,2019
South West,Region,E12000009,The outcome of short-term services: sequel to service,18-64,84.4,,27607,3264090.0,2019
South West,Region,E12000009,The outcome of short-term services: sequel to service,65 and over,81.7,,27607,1253129.0,2019
South West,Region,E12000009,The outcome of short-term services: sequel to service,Total,82.0,,27607,4517219.0,2019
South West,Region,E12000009,The proportion of adults in contact with secondary mental health services in paid employment,Female,12.0,,27607,2317924.0,2019
South West,Region,E12000009,The proportion of adults in contact with secondary mental health services in paid employment,Male,9.0,,27607,2199295.0,2019
South West,Region,E12000009,The proportion of adults in contact with secondary mental health services in paid employment,Total,10.0,,27607,4517219.0,2019
South West,Region,E12000009,"The proportion of adults in contact with secondary mental health services living independently, with or without support",Female,57.0,,27607,2317924.0,2019
South West,Region,E12000009,"The proportion of adults in contact with secondary mental health services living independently, with or without support",Male,56.0,,27607,2199295.0,2019
South West,Region,E12000009,"The proportion of adults in contact with secondary mental health services living independently, with or without support",Total,57.0,,27607,4517219.0,2019
South West,Region,E12000009,The proportion of adults with a learning disability in paid employment,Female,5.3,,27607,2317924.0,2019
South West,Region,E12000009,The proportion of adults with a learning disability in paid employment,Male,6.5,,27607,2199295.0,2019
South West,Region,E12000009,The proportion of adults with a learning disability in paid employment,Total,6.0,,27607,4517219.0,2019
South West,Region,E12000009,The proportion of adults with a learning disability who live in their own home or with their family,Female,77.3,,27607,2317924.0,2019
South West,Region,E12000009,The proportion of adults with a learning disability who live in their own home or with their family,Male,77.2,,27607,2199295.0,2019
South West,Region,E12000009,The proportion of adults with a learning disability who live in their own home or with their family,Total,77.2,,27607,4517219.0,2019
South West,Region,E12000009,The proportion of carers who find it easy to find information about support,18-64,59.1,,27607,3264090.0,2019
South West,Region,E12000009,The proportion of carers who find it easy to find information about support,65 and over,67.4,,27607,1253129.0,2019
South West,Region,E12000009,The proportion of carers who find it easy to find information about support,Female,63.2,,27607,2317924.0,2019
South West,Region,E12000009,The proportion of carers who find it easy to find information about support,Male,65.4,,27607,2199295.0,2019
South West,Region,E12000009,The proportion of carers who find it easy to find information about support,Total,63.8,,27607,4517219.0,2019
South West,Region,E12000009,The proportion of carers who receive direct payments,18-64,55.5,,27607,3264090.0,2019
South West,Region,E12000009,The proportion of carers who receive direct payments,Total,47.2,,27607,4517219.0,2019
South West,Region,E12000009,The proportion of carers who receive direct payments,65 and over,39.55,,27607,1253129.0,2019
South West,Region,E12000009,The proportion of carers who receive self-directed support,18-64,65.3,,27607,3264090.0,2019
South West,Region,E12000009,The proportion of carers who receive self-directed support,Total,58.3,,27607,4517219.0,2019
South West,Region,E12000009,The proportion of carers who receive self-directed support,65 and over,51.83,,27607,1253129.0,2019
South West,Region,E12000009,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,18-64,67.1,,27607,3264090.0,2019
South West,Region,E12000009,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,65 and over,71.1,,27607,1253129.0,2019
South West,Region,E12000009,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,Female,69.3,,27607,2317924.0,2019
South West,Region,E12000009,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,Male,69.4,,27607,2199295.0,2019
South West,Region,E12000009,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,Total,69.2,,27607,4517219.0,2019
South West,Region,E12000009,The proportion of carers who reported that they had as much social contact as they would like,18-64,25.0,,27607,3264090.0,2019
South West,Region,E12000009,The proportion of carers who reported that they had as much social contact as they would like,65 and over,30.1,,27607,1253129.0,2019
South West,Region,E12000009,The proportion of carers who reported that they had as much social contact as they would like,Female,26.7,,27607,2317924.0,2019
South West,Region,E12000009,The proportion of carers who reported that they had as much social contact as they would like,Male,31.1,,27607,2199295.0,2019
South West,Region,E12000009,The proportion of carers who reported that they had as much social contact as they would like,Total,28.1,,27607,4517219.0,2019
South West,Region,E12000009,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,Female,3.5,,27607,2317924.0,2019
South West,Region,E12000009,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,Male,2.1,,27607,2199295.0,2019
South West,Region,E12000009,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,Total,2.8,,27607,4517219.0,2019
South West,Region,E12000009,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,65 and over,2.84,,27607,1253129.0,2019
South West,Region,E12000009,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,Female,81.9,,27607,2317924.0,2019
South West,Region,E12000009,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,Male,79.0,,27607,2199295.0,2019
South West,Region,E12000009,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,Total,80.8,,27607,4517219.0,2019
South West,Region,E12000009,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,65 and over,80.84,,27607,1253129.0,2019
South West,Region,E12000009,The proportion of people who use services who feel safe,18-64,68.4,,27607,3264090.0,2019
South West,Region,E12000009,The proportion of people who use services who feel safe,65 and over,71.1,,27607,1253129.0,2019
South West,Region,E12000009,The proportion of people who use services who feel safe,Female,69.2,,27607,2317924.0,2019
South West,Region,E12000009,The proportion of people who use services who feel safe,Male,71.4,,27607,2199295.0,2019
South West,Region,E12000009,The proportion of people who use services who feel safe,Total,70.1,,27607,4517219.0,2019
South West,Region,E12000009,The proportion of people who use services who find it easy to find information about support,18-64,67.7,,27607,3264090.0,2019
South West,Region,E12000009,The proportion of people who use services who find it easy to find information about support,65 and over,72.3,,27607,1253129.0,2019
South West,Region,E12000009,The proportion of people who use services who find it easy to find information about support,Female,70.2,,27607,2317924.0,2019
South West,Region,E12000009,The proportion of people who use services who find it easy to find information about support,Male,70.8,,27607,2199295.0,2019
South West,Region,E12000009,The proportion of people who use services who find it easy to find information about support,Total,70.5,,27607,4517219.0,2019
South West,Region,E12000009,The proportion of people who use services who have control over their daily life,18-64,85.3,,27607,3264090.0,2019
South West,Region,E12000009,The proportion of people who use services who have control over their daily life,65 and over,76.2,,27607,1253129.0,2019
South West,Region,E12000009,The proportion of people who use services who have control over their daily life,Female,78.8,,27607,2317924.0,2019
South West,Region,E12000009,The proportion of people who use services who have control over their daily life,Male,81.2,,27607,2199295.0,2019
South West,Region,E12000009,The proportion of people who use services who have control over their daily life,Total,79.7,,27607,4517219.0,2019
South West,Region,E12000009,The proportion of people who use services who receive direct payments,18-64,39.6,,27607,3264090.0,2019
South West,Region,E12000009,The proportion of people who use services who receive direct payments,65 and over,16.4,,27607,1253129.0,2019
South West,Region,E12000009,The proportion of people who use services who receive direct payments,Total,27.9,,27607,4517219.0,2019
South West,Region,E12000009,The proportion of people who use services who receive self-directed support,18-64,92.4,,27607,3264090.0,2019
South West,Region,E12000009,The proportion of people who use services who receive self-directed support,65 and over,90.9,,27607,1253129.0,2019
South West,Region,E12000009,The proportion of people who use services who receive self-directed support,Total,91.6,,27607,4517219.0,2019
South West,Region,E12000009,The proportion of people who use services who reported that they had as much social contact as they would like,18-64,49.5,,27607,3264090.0,2019
South West,Region,E12000009,The proportion of people who use services who reported that they had as much social contact as they would like,65 and over,44.8,,27607,1253129.0,2019
South West,Region,E12000009,The proportion of people who use services who reported that they had as much social contact as they would like,Female,46.5,,27607,2317924.0,2019
South West,Region,E12000009,The proportion of people who use services who reported that they had as much social contact as they would like,Male,46.9,,27607,2199295.0,2019
South West,Region,E12000009,The proportion of people who use services who reported that they had as much social contact as they would like,Total,46.6,,27607,4517219.0,2019
South West,Region,E12000009,The proportion of people who use services who say that those services have made them feel safe and secure,18-64,87.9,,27607,3264090.0,2019
South West,Region,E12000009,The proportion of people who use services who say that those services have made them feel safe and secure,65 and over,87.6,,27607,1253129.0,2019
South West,Region,E12000009,The proportion of people who use services who say that those services have made them feel safe and secure,Female,87.9,,27607,2317924.0,2019
South West,Region,E12000009,The proportion of people who use services who say that those services have made them feel safe and secure,Male,87.5,,27607,2199295.0,2019
South West,Region,E12000009,The proportion of people who use services who say that those services have made them feel safe and secure,Total,87.7,,27607,4517219.0,2019
Southampton,Council,E06000045,Adjusted Social care-related quality of life – impact of Adult Social Care services,Total,0.388,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,Carer-reported quality of life score,18-64,6.6,20786.7,26092,167372.0,2019
Southampton,Council,E06000045,Carer-reported quality of life score,65 and over,7.4,20786.7,26092,33873.0,2019
Southampton,Council,E06000045,Carer-reported quality of life score,Female,6.9,20786.7,26092,98575.0,2019
Southampton,Council,E06000045,Carer-reported quality of life score,Male,7.2,20786.7,26092,102670.0,2019
Southampton,Council,E06000045,Carer-reported quality of life score,Total,7.0,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,"Delayed transfers of care from hospital that are attributable to adult social care, per 100,000 population",Total,7.3,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,"Delayed transfers of care from hospital that are jointly attributable to NHS and adult social care, per 100,000 population",Total,2.9,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,"Delayed transfers of care from hospital, per 100,000 population",Total,19.1,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,811.7,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,22.0,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,Overall satisfaction of carers with social services,18-64,32.6,20786.7,26092,167372.0,2019
Southampton,Council,E06000045,Overall satisfaction of carers with social services,65 and over,42.4,20786.7,26092,33873.0,2019
Southampton,Council,E06000045,Overall satisfaction of carers with social services,Female,36.4,20786.7,26092,98575.0,2019
Southampton,Council,E06000045,Overall satisfaction of carers with social services,Male,38.6,20786.7,26092,102670.0,2019
Southampton,Council,E06000045,Overall satisfaction of carers with social services,Total,37.1,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,Overall satisfaction of people who use services with their care and support,18-64,63.1,20786.7,26092,167372.0,2019
Southampton,Council,E06000045,Overall satisfaction of people who use services with their care and support,65 and over,57.3,20786.7,26092,33873.0,2019
Southampton,Council,E06000045,Overall satisfaction of people who use services with their care and support,Female,57.2,20786.7,26092,98575.0,2019
Southampton,Council,E06000045,Overall satisfaction of people who use services with their care and support,Male,63.4,20786.7,26092,102670.0,2019
Southampton,Council,E06000045,Overall satisfaction of people who use services with their care and support,Total,59.6,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,Social care-related quality of life score,18-64,19.1,20786.7,26092,167372.0,2019
Southampton,Council,E06000045,Social care-related quality of life score,65 and over,18.8,20786.7,26092,33873.0,2019
Southampton,Council,E06000045,Social care-related quality of life score,Female,18.8,20786.7,26092,98575.0,2019
Southampton,Council,E06000045,Social care-related quality of life score,Male,19.2,20786.7,26092,102670.0,2019
Southampton,Council,E06000045,Social care-related quality of life score,Total,19.0,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,The outcome of short-term services: sequel to service,18-64,79.3,20786.7,26092,167372.0,2019
Southampton,Council,E06000045,The outcome of short-term services: sequel to service,65 and over,78.9,20786.7,26092,33873.0,2019
Southampton,Council,E06000045,The outcome of short-term services: sequel to service,Total,79.0,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,The proportion of adults in contact with secondary mental health services in paid employment,Female,4.0,20786.7,26092,98575.0,2019
Southampton,Council,E06000045,The proportion of adults in contact with secondary mental health services in paid employment,Male,4.0,20786.7,26092,102670.0,2019
Southampton,Council,E06000045,The proportion of adults in contact with secondary mental health services in paid employment,Total,4.0,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,"The proportion of adults in contact with secondary mental health services living independently, with or without support",Female,18.0,20786.7,26092,98575.0,2019
Southampton,Council,E06000045,"The proportion of adults in contact with secondary mental health services living independently, with or without support",Male,16.0,20786.7,26092,102670.0,2019
Southampton,Council,E06000045,"The proportion of adults in contact with secondary mental health services living independently, with or without support",Total,17.0,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,The proportion of adults with a learning disability in paid employment,Female,4.6,20786.7,26092,98575.0,2019
Southampton,Council,E06000045,The proportion of adults with a learning disability in paid employment,Male,4.4,20786.7,26092,102670.0,2019
Southampton,Council,E06000045,The proportion of adults with a learning disability in paid employment,Total,4.5,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,The proportion of adults with a learning disability who live in their own home or with their family,Female,85.1,20786.7,26092,98575.0,2019
Southampton,Council,E06000045,The proportion of adults with a learning disability who live in their own home or with their family,Male,79.1,20786.7,26092,102670.0,2019
Southampton,Council,E06000045,The proportion of adults with a learning disability who live in their own home or with their family,Total,81.4,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,The proportion of carers who find it easy to find information about support,18-64,57.9,20786.7,26092,167372.0,2019
Southampton,Council,E06000045,The proportion of carers who find it easy to find information about support,65 and over,61.6,20786.7,26092,33873.0,2019
Southampton,Council,E06000045,The proportion of carers who find it easy to find information about support,Female,56.3,20786.7,26092,98575.0,2019
Southampton,Council,E06000045,The proportion of carers who find it easy to find information about support,Male,65.1,20786.7,26092,102670.0,2019
Southampton,Council,E06000045,The proportion of carers who find it easy to find information about support,Total,58.7,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,The proportion of carers who receive direct payments,18-64,100.0,20786.7,26092,167372.0,2019
Southampton,Council,E06000045,The proportion of carers who receive direct payments,Total,100.0,20786.7,26092,201245.0,2019
Southampton,Council,E06000045,The proportion of carers who receive direct payments,65 and over,100.0,20786.7,26092,33873.0,2019
