Geographical Description,Geographical Level,ONS Code,Measure Group Description,Disaggregation Level,Measure Value,IMD - Average rank ,Annual Pay Mean,Population,Year
Sutton,Council,E09000029,Proportion of adults with learning disabilities in paid employment,Male,5.6,11415.25,35213,76020.0,2021
Sutton,Council,E09000029,Proportion of adults with learning disabilities who live in their own home or with their family,Total,77.8,11415.25,35213,158357.0,2021
Sutton,Council,E09000029,Proportion of adults with learning disabilities who live in their own home or with their family,Female,76.5,11415.25,35213,82337.0,2021
Sutton,Council,E09000029,Proportion of adults with learning disabilities who live in their own home or with their family,Male,78.6,11415.25,35213,76020.0,2021
Sutton,Council,E09000029,Proportion of carers who receive direct payments,Total,100.0,11415.25,35213,158357.0,2021
Sutton,Council,E09000029,Proportion of carers who receive direct payments,18-64,100.0,11415.25,35213,126441.0,2021
Sutton,Council,E09000029,Proportion of carers who receive direct payments,65 and over,100.0,11415.25,35213,31916.0,2021
Sutton,Council,E09000029,Proportion of carers who receive self-directed support,Total,100.0,11415.25,35213,158357.0,2021
Sutton,Council,E09000029,Proportion of carers who receive self-directed support,18-64,100.0,11415.25,35213,126441.0,2021
Sutton,Council,E09000029,Proportion of carers who receive self-directed support,65 and over,100.0,11415.25,35213,31916.0,2021
Sutton,Council,E09000029,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Total,81.1,11415.25,35213,158357.0,2021
Sutton,Council,E09000029,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Female,83.1,11415.25,35213,82337.0,2021
Sutton,Council,E09000029,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Male,78.6,11415.25,35213,76020.0,2021
Sutton,Council,E09000029,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,65 and over,81.13,11415.25,35213,31916.0,2021
Sutton,Council,E09000029,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Total,4.0,11415.25,35213,158357.0,2021
Sutton,Council,E09000029,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Female,4.4,11415.25,35213,82337.0,2021
Sutton,Council,E09000029,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Male,3.6,11415.25,35213,76020.0,2021
Sutton,Council,E09000029,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,65 and over,4.0,11415.25,35213,31916.0,2021
Sutton,Council,E09000029,Proportion of people using social care who receive direct payments,Total,30.7,11415.25,35213,158357.0,2021
Sutton,Council,E09000029,Proportion of people using social care who receive direct payments,18-64,51.2,11415.25,35213,126441.0,2021
Sutton,Council,E09000029,Proportion of people using social care who receive direct payments,65 and over,14.6,11415.25,35213,31916.0,2021
Sutton,Council,E09000029,Proportion of people using social care who receive self-directed support,Total,100.0,11415.25,35213,158357.0,2021
Sutton,Council,E09000029,Proportion of people using social care who receive self-directed support,18-64,100.0,11415.25,35213,126441.0,2021
Sutton,Council,E09000029,Proportion of people using social care who receive self-directed support,65 and over,100.0,11415.25,35213,31916.0,2021
Sutton,Council,E09000029,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,Total,56.3,11415.25,35213,158357.0,2021
Sutton,Council,E09000029,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,18-64,72.4,11415.25,35213,126441.0,2021
Sutton,Council,E09000029,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,65 and over,54.6,11415.25,35213,31916.0,2021
Swindon,Council,E06000030,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,387.8,14382.53,32006,172129.0,2021
Swindon,Council,E06000030,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,13.3,14382.53,32006,172129.0,2021
Swindon,Council,E06000030,Proportion of adults in contact with secondary mental health services in paid employment,Total,13.0,14382.53,32006,172129.0,2021
Swindon,Council,E06000030,Proportion of adults in contact with secondary mental health services in paid employment,Female,14.0,14382.53,32006,86826.0,2021
Swindon,Council,E06000030,Proportion of adults in contact with secondary mental health services in paid employment,Male,12.0,14382.53,32006,85303.0,2021
Swindon,Council,E06000030,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Total,80.0,14382.53,32006,172129.0,2021
Swindon,Council,E06000030,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Female,80.0,14382.53,32006,86826.0,2021
Swindon,Council,E06000030,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Male,80.0,14382.53,32006,85303.0,2021
Swindon,Council,E06000030,Proportion of adults with learning disabilities in paid employment,Total,4.4,14382.53,32006,172129.0,2021
Swindon,Council,E06000030,Proportion of adults with learning disabilities in paid employment,Female,4.7,14382.53,32006,86826.0,2021
Swindon,Council,E06000030,Proportion of adults with learning disabilities in paid employment,Male,4.1,14382.53,32006,85303.0,2021
Swindon,Council,E06000030,Proportion of adults with learning disabilities who live in their own home or with their family,Total,79.4,14382.53,32006,172129.0,2021
Swindon,Council,E06000030,Proportion of adults with learning disabilities who live in their own home or with their family,Female,78.9,14382.53,32006,86826.0,2021
Swindon,Council,E06000030,Proportion of adults with learning disabilities who live in their own home or with their family,Male,79.8,14382.53,32006,85303.0,2021
Swindon,Council,E06000030,Proportion of carers who receive direct payments,Total,25.0,14382.53,32006,172129.0,2021
Swindon,Council,E06000030,Proportion of carers who receive direct payments,18-64,29.5,14382.53,32006,135256.0,2021
Swindon,Council,E06000030,Proportion of carers who receive direct payments,65 and over,21.25,14382.53,32006,36873.0,2021
Swindon,Council,E06000030,Proportion of carers who receive self-directed support,Total,50.9,14382.53,32006,172129.0,2021
Swindon,Council,E06000030,Proportion of carers who receive self-directed support,18-64,51.7,14382.53,32006,135256.0,2021
Swindon,Council,E06000030,Proportion of carers who receive self-directed support,65 and over,50.31,14382.53,32006,36873.0,2021
Swindon,Council,E06000030,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Total,88.0,14382.53,32006,172129.0,2021
Swindon,Council,E06000030,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Female,89.8,14382.53,32006,86826.0,2021
Swindon,Council,E06000030,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Male,85.6,14382.53,32006,85303.0,2021
Swindon,Council,E06000030,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,65 and over,88.0,14382.53,32006,36873.0,2021
Swindon,Council,E06000030,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Total,4.6,14382.53,32006,172129.0,2021
Swindon,Council,E06000030,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Female,5.3,14382.53,32006,86826.0,2021
Swindon,Council,E06000030,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Male,3.9,14382.53,32006,85303.0,2021
Swindon,Council,E06000030,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,65 and over,4.6,14382.53,32006,36873.0,2021
Swindon,Council,E06000030,Proportion of people using social care who receive direct payments,Total,23.1,14382.53,32006,172129.0,2021
Swindon,Council,E06000030,Proportion of people using social care who receive direct payments,18-64,34.8,14382.53,32006,135256.0,2021
Swindon,Council,E06000030,Proportion of people using social care who receive direct payments,65 and over,9.2,14382.53,32006,36873.0,2021
Swindon,Council,E06000030,Proportion of people using social care who receive self-directed support,Total,92.0,14382.53,32006,172129.0,2021
Swindon,Council,E06000030,Proportion of people using social care who receive self-directed support,18-64,91.4,14382.53,32006,135256.0,2021
Swindon,Council,E06000030,Proportion of people using social care who receive self-directed support,65 and over,92.7,14382.53,32006,36873.0,2021
Swindon,Council,E06000030,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,Total,70.5,14382.53,32006,172129.0,2021
Swindon,Council,E06000030,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,18-64,64.8,14382.53,32006,135256.0,2021
Swindon,Council,E06000030,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,65 and over,71.0,14382.53,32006,36873.0,2021
Tameside,Council,E08000008,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,620.4,22774.3,25908,176161.0,2021
Tameside,Council,E08000008,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,11.0,22774.3,25908,176161.0,2021
Tameside,Council,E08000008,Proportion of adults in contact with secondary mental health services in paid employment,Total,6.0,22774.3,25908,176161.0,2021
Tameside,Council,E08000008,Proportion of adults in contact with secondary mental health services in paid employment,Female,6.0,22774.3,25908,90217.0,2021
Tameside,Council,E08000008,Proportion of adults in contact with secondary mental health services in paid employment,Male,6.0,22774.3,25908,85944.0,2021
Tameside,Council,E08000008,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Total,62.0,22774.3,25908,176161.0,2021
Tameside,Council,E08000008,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Female,65.0,22774.3,25908,90217.0,2021
Tameside,Council,E08000008,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Male,60.0,22774.3,25908,85944.0,2021
Tameside,Council,E08000008,Proportion of adults with learning disabilities in paid employment,Total,7.1,22774.3,25908,176161.0,2021
Tameside,Council,E08000008,Proportion of adults with learning disabilities in paid employment,Female,5.1,22774.3,25908,90217.0,2021
Tameside,Council,E08000008,Proportion of adults with learning disabilities in paid employment,Male,8.4,22774.3,25908,85944.0,2021
Tameside,Council,E08000008,Proportion of adults with learning disabilities who live in their own home or with their family,Total,95.8,22774.3,25908,176161.0,2021
Tameside,Council,E08000008,Proportion of adults with learning disabilities who live in their own home or with their family,Female,97.0,22774.3,25908,90217.0,2021
Tameside,Council,E08000008,Proportion of adults with learning disabilities who live in their own home or with their family,Male,95.3,22774.3,25908,85944.0,2021
Tameside,Council,E08000008,Proportion of carers who receive direct payments,Total,100.0,22774.3,25908,176161.0,2021
Tameside,Council,E08000008,Proportion of carers who receive direct payments,18-64,100.0,22774.3,25908,136185.0,2021
Tameside,Council,E08000008,Proportion of carers who receive direct payments,65 and over,100.0,22774.3,25908,39976.0,2021
Tameside,Council,E08000008,Proportion of carers who receive self-directed support,Total,100.0,22774.3,25908,176161.0,2021
Tameside,Council,E08000008,Proportion of carers who receive self-directed support,18-64,100.0,22774.3,25908,136185.0,2021
Tameside,Council,E08000008,Proportion of carers who receive self-directed support,65 and over,100.0,22774.3,25908,39976.0,2021
Tameside,Council,E08000008,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Total,63.1,22774.3,25908,176161.0,2021
Tameside,Council,E08000008,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Female,67.5,22774.3,25908,90217.0,2021
Tameside,Council,E08000008,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Male,57.3,22774.3,25908,85944.0,2021
Tameside,Council,E08000008,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,65 and over,63.07,22774.3,25908,39976.0,2021
Tameside,Council,E08000008,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Total,5.2,22774.3,25908,176161.0,2021
Tameside,Council,E08000008,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Female,5.8,22774.3,25908,90217.0,2021
Tameside,Council,E08000008,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Male,4.6,22774.3,25908,85944.0,2021
Tameside,Council,E08000008,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,65 and over,5.22,22774.3,25908,39976.0,2021
Tameside,Council,E08000008,Proportion of people using social care who receive direct payments,Total,12.6,22774.3,25908,176161.0,2021
Tameside,Council,E08000008,Proportion of people using social care who receive direct payments,18-64,22.3,22774.3,25908,136185.0,2021
Tameside,Council,E08000008,Proportion of people using social care who receive direct payments,65 and over,5.0,22774.3,25908,39976.0,2021
Tameside,Council,E08000008,Proportion of people using social care who receive self-directed support,Total,94.8,22774.3,25908,176161.0,2021
Tameside,Council,E08000008,Proportion of people using social care who receive self-directed support,18-64,88.3,22774.3,25908,136185.0,2021
Tameside,Council,E08000008,Proportion of people using social care who receive self-directed support,65 and over,100.0,22774.3,25908,39976.0,2021
Tameside,Council,E08000008,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,Total,61.4,22774.3,25908,176161.0,2021
Tameside,Council,E08000008,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,18-64,63.2,22774.3,25908,136185.0,2021
Tameside,Council,E08000008,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,65 and over,60.9,22774.3,25908,39976.0,2021
Telford and Wrekin,Council,E06000020,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,390.7,18583.53,25528,139676.0,2021
Telford and Wrekin,Council,E06000020,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,7.4,18583.53,25528,139676.0,2021
Telford and Wrekin,Council,E06000020,Proportion of adults in contact with secondary mental health services in paid employment,Total,9.0,18583.53,25528,139676.0,2021
Telford and Wrekin,Council,E06000020,Proportion of adults in contact with secondary mental health services in paid employment,Female,10.0,18583.53,25528,70873.0,2021
Telford and Wrekin,Council,E06000020,Proportion of adults in contact with secondary mental health services in paid employment,Male,8.0,18583.53,25528,68803.0,2021
Telford and Wrekin,Council,E06000020,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Total,59.0,18583.53,25528,139676.0,2021
Telford and Wrekin,Council,E06000020,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Female,60.0,18583.53,25528,70873.0,2021
Telford and Wrekin,Council,E06000020,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Male,58.0,18583.53,25528,68803.0,2021
Telford and Wrekin,Council,E06000020,Proportion of adults with learning disabilities in paid employment,Total,2.7,18583.53,25528,139676.0,2021
Telford and Wrekin,Council,E06000020,Proportion of adults with learning disabilities in paid employment,Female,3.2,18583.53,25528,70873.0,2021
Telford and Wrekin,Council,E06000020,Proportion of adults with learning disabilities in paid employment,Male,2.5,18583.53,25528,68803.0,2021
Telford and Wrekin,Council,E06000020,Proportion of adults with learning disabilities who live in their own home or with their family,Total,77.8,18583.53,25528,139676.0,2021
Telford and Wrekin,Council,E06000020,Proportion of adults with learning disabilities who live in their own home or with their family,Female,77.7,18583.53,25528,70873.0,2021
Telford and Wrekin,Council,E06000020,Proportion of adults with learning disabilities who live in their own home or with their family,Male,77.8,18583.53,25528,68803.0,2021
Telford and Wrekin,Council,E06000020,Proportion of carers who receive direct payments,Total,55.6,18583.53,25528,139676.0,2021
Telford and Wrekin,Council,E06000020,Proportion of carers who receive direct payments,18-64,66.7,18583.53,25528,107937.0,2021
Telford and Wrekin,Council,E06000020,Proportion of carers who receive direct payments,65 and over,33.33,18583.53,25528,31739.0,2021
Telford and Wrekin,Council,E06000020,Proportion of carers who receive self-directed support,Total,100.0,18583.53,25528,139676.0,2021
Telford and Wrekin,Council,E06000020,Proportion of carers who receive self-directed support,18-64,100.0,18583.53,25528,107937.0,2021
Telford and Wrekin,Council,E06000020,Proportion of carers who receive self-directed support,65 and over,100.0,18583.53,25528,31739.0,2021
Telford and Wrekin,Council,E06000020,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Total,76.4,18583.53,25528,139676.0,2021
Telford and Wrekin,Council,E06000020,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Female,74.2,18583.53,25528,70873.0,2021
Telford and Wrekin,Council,E06000020,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Male,78.0,18583.53,25528,68803.0,2021
Telford and Wrekin,Council,E06000020,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,65 and over,76.44,18583.53,25528,31739.0,2021
Telford and Wrekin,Council,E06000020,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Total,5.1,18583.53,25528,139676.0,2021
Telford and Wrekin,Council,E06000020,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Female,4.4,18583.53,25528,70873.0,2021
Telford and Wrekin,Council,E06000020,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Male,5.8,18583.53,25528,68803.0,2021
Telford and Wrekin,Council,E06000020,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,65 and over,5.11,18583.53,25528,31739.0,2021
Telford and Wrekin,Council,E06000020,Proportion of people using social care who receive direct payments,Total,18.9,18583.53,25528,139676.0,2021
Telford and Wrekin,Council,E06000020,Proportion of people using social care who receive direct payments,18-64,31.5,18583.53,25528,107937.0,2021
Telford and Wrekin,Council,E06000020,Proportion of people using social care who receive direct payments,65 and over,7.6,18583.53,25528,31739.0,2021
Telford and Wrekin,Council,E06000020,Proportion of people using social care who receive self-directed support,Total,98.2,18583.53,25528,139676.0,2021
Telford and Wrekin,Council,E06000020,Proportion of people using social care who receive self-directed support,18-64,97.3,18583.53,25528,107937.0,2021
Telford and Wrekin,Council,E06000020,Proportion of people using social care who receive self-directed support,65 and over,99.0,18583.53,25528,31739.0,2021
Telford and Wrekin,Council,E06000020,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,Total,67.4,18583.53,25528,139676.0,2021
Telford and Wrekin,Council,E06000020,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,18-64,67.3,18583.53,25528,107937.0,2021
Telford and Wrekin,Council,E06000020,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,65 and over,67.4,18583.53,25528,31739.0,2021
Thurrock,Council,E06000034,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,618.3,17375.69,33139,130150.0,2021
Thurrock,Council,E06000034,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,10.4,17375.69,33139,130150.0,2021
Thurrock,Council,E06000034,Proportion of adults in contact with secondary mental health services in paid employment,Total,12.0,17375.69,33139,130150.0,2021
Thurrock,Council,E06000034,Proportion of adults in contact with secondary mental health services in paid employment,Female,12.0,17375.69,33139,66798.0,2021
Thurrock,Council,E06000034,Proportion of adults in contact with secondary mental health services in paid employment,Male,12.0,17375.69,33139,63352.0,2021
Thurrock,Council,E06000034,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Total,71.0,17375.69,33139,130150.0,2021
Thurrock,Council,E06000034,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Female,72.0,17375.69,33139,66798.0,2021
Thurrock,Council,E06000034,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Male,71.0,17375.69,33139,63352.0,2021
Thurrock,Council,E06000034,Proportion of adults with learning disabilities in paid employment,Total,5.6,17375.69,33139,130150.0,2021
Thurrock,Council,E06000034,Proportion of adults with learning disabilities in paid employment,Female,3.0,17375.69,33139,66798.0,2021
Thurrock,Council,E06000034,Proportion of adults with learning disabilities in paid employment,Male,7.1,17375.69,33139,63352.0,2021
Thurrock,Council,E06000034,Proportion of adults with learning disabilities who live in their own home or with their family,Total,72.3,17375.69,33139,130150.0,2021
Thurrock,Council,E06000034,Proportion of adults with learning disabilities who live in their own home or with their family,Female,66.7,17375.69,33139,66798.0,2021
Thurrock,Council,E06000034,Proportion of adults with learning disabilities who live in their own home or with their family,Male,75.6,17375.69,33139,63352.0,2021
Thurrock,Council,E06000034,Proportion of carers who receive direct payments,Total,100.0,17375.69,33139,130150.0,2021
Thurrock,Council,E06000034,Proportion of carers who receive direct payments,18-64,100.0,17375.69,33139,106052.0,2021
Thurrock,Council,E06000034,Proportion of carers who receive direct payments,65 and over,100.0,17375.69,33139,24098.0,2021
Thurrock,Council,E06000034,Proportion of carers who receive self-directed support,Total,100.0,17375.69,33139,130150.0,2021
Thurrock,Council,E06000034,Proportion of carers who receive self-directed support,18-64,100.0,17375.69,33139,106052.0,2021
Thurrock,Council,E06000034,Proportion of carers who receive self-directed support,65 and over,100.0,17375.69,33139,24098.0,2021
Thurrock,Council,E06000034,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Total,86.4,17375.69,33139,130150.0,2021
Thurrock,Council,E06000034,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Female,89.7,17375.69,33139,66798.0,2021
Thurrock,Council,E06000034,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Male,81.5,17375.69,33139,63352.0,2021
Thurrock,Council,E06000034,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,65 and over,86.36,17375.69,33139,24098.0,2021
Thurrock,Council,E06000034,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Total,1.8,17375.69,33139,130150.0,2021
Thurrock,Council,E06000034,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Female,2.0,17375.69,33139,66798.0,2021
Thurrock,Council,E06000034,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Male,1.5,17375.69,33139,63352.0,2021
Thurrock,Council,E06000034,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,65 and over,1.78,17375.69,33139,24098.0,2021
Thurrock,Council,E06000034,Proportion of people using social care who receive direct payments,Total,35.5,17375.69,33139,130150.0,2021
Thurrock,Council,E06000034,Proportion of people using social care who receive direct payments,18-64,55.1,17375.69,33139,106052.0,2021
Thurrock,Council,E06000034,Proportion of people using social care who receive direct payments,65 and over,20.2,17375.69,33139,24098.0,2021
Thurrock,Council,E06000034,Proportion of people using social care who receive self-directed support,Total,83.4,17375.69,33139,130150.0,2021
Thurrock,Council,E06000034,Proportion of people using social care who receive self-directed support,18-64,76.5,17375.69,33139,106052.0,2021
Thurrock,Council,E06000034,Proportion of people using social care who receive self-directed support,65 and over,88.8,17375.69,33139,24098.0,2021
Thurrock,Council,E06000034,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,Total,54.2,17375.69,33139,130150.0,2021
Thurrock,Council,E06000034,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,18-64,63.0,17375.69,33139,106052.0,2021
Thurrock,Council,E06000034,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,65 and over,53.3,17375.69,33139,24098.0,2021
Torbay,Council,E06000027,Adjusted Social care-related quality of life – impact of Adult Social Care services,Total,0.392,21088.82,24780,110734.0,2021
Torbay,Council,E06000027,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,417.3,21088.82,24780,110734.0,2021
Torbay,Council,E06000027,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,17.7,21088.82,24780,110734.0,2021
Torbay,Council,E06000027,Overall satisfaction of people who use services with their care and support,Total,71.2,21088.82,24780,110734.0,2021
Torbay,Council,E06000027,Overall satisfaction of people who use services with their care and support,18-64,65.1,21088.82,24780,73591.0,2021
Torbay,Council,E06000027,Overall satisfaction of people who use services with their care and support,65 and over,75.6,21088.82,24780,37143.0,2021
Torbay,Council,E06000027,Overall satisfaction of people who use services with their care and support,Female,72.8,21088.82,24780,57375.0,2021
Torbay,Council,E06000027,Overall satisfaction of people who use services with their care and support,Male,69.5,21088.82,24780,53359.0,2021
Torbay,Council,E06000027,Proportion of adults in contact with secondary mental health services in paid employment,Total,4.0,21088.82,24780,110734.0,2021
Torbay,Council,E06000027,Proportion of adults in contact with secondary mental health services in paid employment,Female,3.0,21088.82,24780,57375.0,2021
Torbay,Council,E06000027,Proportion of adults in contact with secondary mental health services in paid employment,Male,4.0,21088.82,24780,53359.0,2021
Torbay,Council,E06000027,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Total,66.0,21088.82,24780,110734.0,2021
Torbay,Council,E06000027,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Female,71.0,21088.82,24780,57375.0,2021
Torbay,Council,E06000027,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Male,61.0,21088.82,24780,53359.0,2021
Torbay,Council,E06000027,Proportion of adults with learning disabilities in paid employment,Total,7.2,21088.82,24780,110734.0,2021
Torbay,Council,E06000027,Proportion of adults with learning disabilities in paid employment,Female,7.2,21088.82,24780,57375.0,2021
Torbay,Council,E06000027,Proportion of adults with learning disabilities in paid employment,Male,7.2,21088.82,24780,53359.0,2021
Torbay,Council,E06000027,Proportion of adults with learning disabilities who live in their own home or with their family,Total,82.2,21088.82,24780,110734.0,2021
Torbay,Council,E06000027,Proportion of adults with learning disabilities who live in their own home or with their family,Female,80.0,21088.82,24780,57375.0,2021
Torbay,Council,E06000027,Proportion of adults with learning disabilities who live in their own home or with their family,Male,83.7,21088.82,24780,53359.0,2021
Torbay,Council,E06000027,Proportion of carers who receive direct payments,Total,95.9,21088.82,24780,110734.0,2021
Torbay,Council,E06000027,Proportion of carers who receive direct payments,18-64,96.7,21088.82,24780,73591.0,2021
Torbay,Council,E06000027,Proportion of carers who receive direct payments,65 and over,94.87,21088.82,24780,37143.0,2021
Torbay,Council,E06000027,Proportion of carers who receive self-directed support,Total,95.9,21088.82,24780,110734.0,2021
Torbay,Council,E06000027,Proportion of carers who receive self-directed support,18-64,96.7,21088.82,24780,73591.0,2021
Torbay,Council,E06000027,Proportion of carers who receive self-directed support,65 and over,94.87,21088.82,24780,37143.0,2021
Torbay,Council,E06000027,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Total,77.8,21088.82,24780,110734.0,2021
Torbay,Council,E06000027,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Female,78.8,21088.82,24780,57375.0,2021
Torbay,Council,E06000027,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Male,75.8,21088.82,24780,53359.0,2021
Torbay,Council,E06000027,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,65 and over,77.78,21088.82,24780,37143.0,2021
Torbay,Council,E06000027,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Total,3.6,21088.82,24780,110734.0,2021
Torbay,Council,E06000027,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Female,4.9,21088.82,24780,57375.0,2021
Torbay,Council,E06000027,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Male,2.4,21088.82,24780,53359.0,2021
Torbay,Council,E06000027,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,65 and over,3.57,21088.82,24780,37143.0,2021
